2025-04-24 22:14:14,157: Special Key: Key.space
2025-04-24 22:14:16,577: Special Key: Key.enter
2025-04-24 22:14:17,457: Special Key: Key.shift_r
2025-04-24 22:14:17,686: Key: T
2025-04-24 22:14:17,902: Key: h
2025-04-24 22:14:18,026: Key: e
2025-04-24 22:14:18,202: Special Key: Key.space
2025-04-24 22:14:19,486: Key: a
2025-04-24 22:14:19,766: Key: c
2025-04-24 22:14:20,074: Key: t
2025-04-24 22:14:20,314: Key: i
2025-04-24 22:14:20,526: Key: o
2025-04-24 22:14:20,722: Key: n
2025-04-24 22:14:20,901: Special Key: Key.space
2025-04-24 22:14:21,962: Key: c
2025-04-24 22:14:22,101: Key: a
2025-04-24 22:14:22,254: Key: n
2025-04-24 22:14:22,446: Key: t
2025-04-24 22:14:23,549: Special Key: Key.space
2025-04-24 22:14:24,134: Key: b
2025-04-24 22:14:24,298: Key: e
2025-04-24 22:14:24,478: Special Key: Key.space
2025-04-24 22:14:26,906: Key: c
2025-04-24 22:14:27,222: Key: o
2025-04-24 22:14:27,502: Key: m
2025-04-24 22:14:27,814: Key: p
2025-04-24 22:14:28,042: Key: l
2025-04-24 22:14:28,178: Key: e
2025-04-24 22:14:28,458: Key: t
2025-04-24 22:14:28,710: Key: e
2025-04-24 22:14:29,738: Key: d
2025-04-24 22:14:29,993: Special Key: Key.space
2025-04-24 22:14:30,626: Key: v
2025-04-24 22:14:30,814: Key: e
2025-04-24 22:14:31,489: Special Key: Key.backspace
2025-04-24 22:14:31,657: Special Key: Key.backspace
2025-04-24 22:14:31,821: Special Key: Key.backspace
2025-04-24 22:14:32,793: Special Key: Key.space
2025-04-24 22:14:33,378: Key: b
2025-04-24 22:14:33,670: Key: e
2025-04-24 22:14:34,042: Key: c
2025-04-24 22:14:34,206: Key: a
2025-04-24 22:14:34,730: Key: u
2025-04-24 22:14:35,522: Key: s
2025-04-24 22:14:35,742: Key: e
2025-04-24 22:14:35,989: Special Key: Key.space
2025-04-24 22:14:37,470: Key: t
2025-04-24 22:14:37,626: Key: h
2025-04-24 22:14:37,766: Key: e
2025-04-24 22:14:37,901: Special Key: Key.space
2025-04-24 22:14:38,310: Key: f
2025-04-24 22:14:38,622: Key: i
2025-04-24 22:14:38,846: Key: l
2025-04-24 22:14:39,010: Key: e
2025-04-24 22:14:39,161: Special Key: Key.space
2025-04-24 22:14:40,774: Key: i
2025-04-24 22:14:40,926: Key: s
2025-04-24 22:14:41,133: Special Key: Key.space
2025-04-24 22:14:42,223: Key: o
2025-04-24 22:14:42,414: Key: p
2025-04-24 22:14:42,594: Key: e
2025-04-24 22:14:42,962: Key: n
2025-04-24 22:14:43,145: Special Key: Key.space
2025-04-24 22:14:44,410: Key: i
2025-04-24 22:14:44,618: Key: n
2025-04-24 22:14:44,793: Special Key: Key.space
2025-04-24 22:14:45,162: Key: k
2025-04-24 22:14:45,322: Key: e
2025-04-24 22:14:47,074: Key: y
2025-04-24 22:14:47,882: Key: l
2025-04-24 22:14:48,094: Key: o
2025-04-24 22:14:48,370: Key: g
2025-04-24 22:14:48,594: Key: g
2025-04-24 22:14:48,754: Key: e
2025-04-24 22:14:49,018: Key: r
2025-04-24 22:15:30,417: Special Key: Key.ctrl_l
2025-04-24 22:15:30,533: Special Key: Key.shift
2025-04-24 22:15:31,020: Special Key: Key.shift
2025-04-24 22:15:31,065: Special Key: Key.shift
2025-04-24 22:15:31,095: Special Key: Key.shift
2025-04-24 22:15:31,113: Special Key: Key.esc
